Período;Região ;Entidade ;Localização Geográfica;Grupo Sanguíneo;Reservas
2017-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;A-;14.9
2017-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;A+;39.9666666667
2017-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;B+;5.63333333333
2017-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;Total;85.9333333333
2017-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;A+;29.8
2017-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;AB-;1.7
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;O+;188.2
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;A+;201.833333333
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;B-;4.66666666667
2017-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;A-;
2017-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;A+;50.5
2017-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;Total;111.1
2017-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;O-;14.0333333333
2017-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;A-;12.3333333333
2017-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;B+;6.36666666667
2017-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;O-;5.66666666667
2017-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;B-;1.63333333333
2017-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;B+;0.3
2017-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB+;1.73333333333
2017-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;B+;
2017-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB-;
2017-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB+;
2017-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O+;26.3333333333
2017-09;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;Total;
2017-09;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;O+;
2017-09;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;AB-;
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;Total;1911.96666667
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;A-;115.866666667
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;A+;750.466666667
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;B+;127.433333333
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;AB+;52.3666666667
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;O+;135.033333333
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B-;14.1
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;AB+;15.5333333333
2017-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;B-;0.533333333333
2017-09;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;Total;182.833333333
2017-09;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;A-;19.5
2017-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;Total;12.1666666667
2017-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;AB-;
2017-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;AB+;
2017-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;O+;
2017-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;AB-;
2017-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;AB+;
2017-09;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;A+;76.0666666667
2017-09;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;B-;3.03333333333
2017-09;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;AB+;5.2
2017-09;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;AB+;8.73333333333
2017-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;Total;51.5
2017-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B+;1.43333333333
2017-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;AB+;1.53333333333
2017-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;A-;11.7
2017-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;B-;11.2
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;O-;17.3666666667
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;A+;37.3333333333
2017-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;A-;11.6666666667
2017-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;A+;40.2
2017-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;AB-;
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;O-;31.8
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;Total;
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;O+;
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;A-;
2017-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;O+;
2017-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;A+;
2017-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;B-;
2017-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;B+;
2017-10;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;AB+;335.580645161
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;AB+;0.41935483871
2017-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;O-;17.2580645161
2017-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;B-;4.22580645161
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;O-;9.32258064516
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;B+;
2017-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;A-;6.87096774194
2017-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;AB+;4.29032258065
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;O-;51.8709677419
2017-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;O-;26.8709677419
2017-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;Total;82.0322580645
2017-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;O+;21.1935483871
2017-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;B-;5.0
2017-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;AB+;5.83870967742
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;O-;67.0967741935
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;A-;43.1290322581
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;B-;6.09677419355
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;AB-;3.51612903226
2017-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;A-;13.7419354839
2017-10;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;O+;50.0967741935
2017-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;O-;23.6451612903
2017-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;A-;28.2258064516
2017-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;A+;64.6129032258
2017-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;AB-;2.93548387097
2017-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;A+;40.3225806452
2017-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;B+;1.87096774194
2017-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;AB-;1.77419354839
2017-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;AB-;1.90322580645
2017-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;O-;
2017-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;B-;
2017-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;O-;38.7741935484
2017-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;Total;106.967741935
2017-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;A+;32.1612903226
2017-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;Total;34.1935483871
2017-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;O+;10.935483871
2017-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB-;1.32258064516
2017-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB+;1.09677419355
2017-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;B+;
2017-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O+;25.0322580645
2017-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;B+;0.129032258065
2017-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;AB-;
2017-10;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;O-;
2017-10;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;B-;
2017-10;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;AB+;
2017-10;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;O+;562.225806452
2017-10;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;A+;677.258064516
2017-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;O+;151.161290323
2017-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B-;13.7419354839
2017-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;O-;8.16129032258
2017-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;A-;6.51612903226
2017-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;B+;0.548387096774
2017-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;Total;62.1290322581
2017-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;AB+;0.935483870968
2017-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;Total;10.0967741935
2017-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;A+;4.32258064516
2017-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;B-;
2017-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;B+;
2017-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;Total;
2017-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;A+;
2017-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;Total;55.1612903226
2017-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;A-;4.77419354839
2017-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B-;2.16129032258
2017-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;O-;17.3225806452
2017-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;B+;20.4193548387
2017-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;AB-;1.70967741935
2017-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;Total;107.838709677
2017-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;B+;
2017-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;B-;
2017-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;B-;
2017-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;O-;
2017-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;A+;
2017-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;B-;
2017-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;AB+;
2017-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;O+;
2017-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;A-;
2017-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;B-;
2017-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;AB+;
2017-10;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;B-;
2017-11;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;O-;438.433333333
2017-11;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;O+;3106.7
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;A+;14.2
2017-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;O+;74.1666666667
2017-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;A+;109.033333333
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;O+;22.7666666667
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;A-;6.4
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;B-;0.866666666667
2017-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;AB-;2.33333333333
2017-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;AB+;23.7333333333
2017-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;AB-;2.43333333333
2017-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;A-;9.2
2017-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;A+;21.5666666667
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;O-;144.933333333
2017-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;Total;186.566666667
2017-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;O-;32.6666666667
2017-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;AB-;0.0
2017-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;B-;1.0
2017-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;Total;146.7
2017-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;AB+;3.76666666667
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;Total;195.833333333
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;O+;59.1666666667
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;A+;62.2333333333
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;B+;6.8
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;AB-;3.36666666667
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;AB+;2.5
2017-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;B+;3.8
2017-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;O+;25.3666666667
2017-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;A+;27.6333333333
2017-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;AB-;1.86666666667
2017-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;A-;48.5666666667
2017-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;B-;5.1
2017-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;B+;32.0666666667
2017-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;A-;10.8666666667
2017-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;B-;1.46666666667
